codigo;nombre ;carrera;ingreso;promedio;;;;;
2989089;Clara Cortés;INGENIERIA DE SISTEMAS;2004;4,83;;;;;
1649023;Roberto Reyes;INGENIERIA MECANICA;2001;4,33;;;;;
1500926;Daniela Ramírez;ECONOMIA;1953;3,97;;;;;
1078706;Fernando Ortiz;ECONOMIA;2007;4,35;;;;;
1225520;Alejandro Ortiz;MEDICINA;1954;4,4;;;;;
1636263;Gustavo Reyes;FILOSOFIA;2008;3,34;;;;;
1462075;Ricardo Suárez;INGENIERIA DE PETROLEOS;2000;3,95;;;;;
2216620;Alejandro Reyes;MEDICINA;1976;2,8;;;;;
1584790;Camila Navarro;INGENIERIA ELECTRONICA;1959;4,96;;;;;
1336015;Diego Ibarra;TRABAJO SOCIAL;1969;2,96;;;;;
2880583;Daniela Ortiz;NUTRICION Y DIETETICA;2018;3,45;;;;;
2038788;Natalia García;TRABAJO SOCIAL;1993;4,51;;;;;
2367819;Camila Villalobos;MATEMATICAS;1957;4,39;;;;;
2250349;Esteban Gutiérrez;FILOSOFIA;2015;4,38;;;;;
2474775;Gabriela Castro;INGENIERIA DE PETROLEOS;1967;4,26;;;;;
2798677;Marta Cruz;MATEMATICAS;1977;3,21;;;;;
1597833;Mariana Romero;INGENIERIA DE PETROLEOS;1993;4,63;;;;;
2964620;Mauricio Cruz;HISTORIA Y ARCHIVISTICA;1994;4,21;;;;;
1745961;Daniela Olivera;INGENIERIA ELECTRONICA;1952;4,63;;;;;
2313099;Pedro Díaz;QUIMICA;1991;3,59;;;;;
2255341;Lucía Cabrera;LICENCIATURA EN MUSICA;2018;3,21;;;;;
1788600;Luisa Medina;INGENIERIA DE PETROLEOS;2023;3,92;;;;;
1705759;Roberto Cabrera;INGENIERIA INDUSTRIAL;2020;4,56;;;;;
1222459;Juan Soria;GEOLOGIA;1957;3,96;;;;;
1497890;María Suárez;FISICA;1988;4,95;;;;;
1746701;Julián Valdés;ECONOMIA;1989;3,44;;;;;
2528801;Mauricio Suárez;LICENCIATURA EN MATEMATICAS;1985;3,6;;;;;
2856608;Verónica Romero;MEDICINA;1959;4,06;;;;;
1880423;Fernando Suárez;HISTORIA Y ARCHIVISTICA;1975;2,96;;;;;
2352616;María Medina;INGENIERIA ELECTRONICA;1951;4,73;;;;;
2305076;Diego Miranda;NUTRICION Y DIETETICA;1992;4,81;;;;;
2255132;Daniela Hernández;ENFERMERIA;1968;4,78;;;;;
1320673;Carlos Vera;LICENCIATURA EN INGLES;1951;3,11;;;;;
2815609;Pablo Morales;INGENIERIA MECANICA;2005;4,25;;;;;
2072735;Jimena Pérez;INGENIERIA DE PETROLEOS;2010;3,28;;;;;
2278297;Carlos Núñez;INGENIERIA MECANICA;2010;4,72;;;;;
1747808;Catalina Martínez;MICROBIOLOGIA Y BIOANALISIS;2003;4,52;;;;;
1909255;Andrea Maldonado;INGENIERIA DE SISTEMAS;2014;4,66;;;;;
1965601;Verónica García;NUTRICION Y DIETETICA;1971;3,98;;;;;
1265493;Mario Pérez;TRABAJO SOCIAL;2021;4,35;;;;;
1488058;Valentina Hernández;LICENCIATURA EN ESPANOL Y LITERATURA;2017;3,05;;;;;
1889427;Diego Ibarra;GEOLOGIA;1952;4,73;;;;;
1863415;Melissa Flores;LICENCIATURA EN INGLES;2006;4,88;;;;;
2452411;Pedro Romero;MATEMATICAS;2008;3,72;;;;;
1422665;Lucas Álvarez;GEOLOGIA;1963;3,29;;;;;
1437343;Pedro Rodríguez;INGENIERIA QUIMICA;1995;4,78;;;;;
1211580;Fernando González;INGENIERIA ELECTRONICA;2022;3,62;;;;;
2900666;Ricardo Cortés;INGENIERIA METALURGICA;1950;3,14;;;;;
1912484;Paola Álvarez;HISTORIA Y ARCHIVISTICA;1977;4,34;;;;;
2821905;Mauricio Gómez;GEOLOGIA;1997;3,39;;;;;
2279552;Jorge Vargas;LICENCIATURA EN MATEMATICAS;1980;4,2;;;;;
1576202;Lucas Gómez;DERECHO;2001;2,94;;;;;
2676801;Carlos Gómez;LICENCIATURA EN MUSICA;1985;4,33;;;;;
1087936;Daniela Carrasco;LICENCIATURA EN MATEMATICAS;2002;3,94;;;;;
2962391;Laura Valenzuela;FILOSOFIA;1974;3,09;;;;;
2463320;María Núñez;MICROBIOLOGIA Y BIOANALISIS;1961;4,96;;;;;
2139184;Adriana Morales;BIOLOGIA;1978;4,42;;;;;
1112952;María Ponce;BIOLOGIA;1952;2,98;;;;;
1878419;Julián García;HISTORIA Y ARCHIVISTICA;1995;4,9;;;;;
1664330;Daniela Sánchez;INGENIERIA DE SISTEMAS;2015;4,36;;;;;
1827814;Roberto Torres;INGENIERIA DE SISTEMAS;2016;4,67;;;;;
1351041;Melissa Ramírez;DERECHO;2020;4,19;;;;;
2101631;Eduardo Valdés;INGENIERIA ELECTRICA;2006;3,03;;;;;
2560622;Sofía Núñez;INGENIERIA CIVIL;1983;5;;;;;
1619090;Carolina Flores;DERECHO;2011;3,4;;;;;
2647027;Laura Cruz;TRABAJO SOCIAL;1954;3,43;;;;;
1092215;Andrea Carrasco;TRABAJO SOCIAL;2008;4,38;;;;;
2045654;Mariana Soria;FISIOTERAPIA;2004;3,35;;;;;
1806273;Jimena Núñez;MATEMATICAS;1951;4,63;;;;;
2865004;Andrea García;INGENIERIA INDUSTRIAL;2012;4,96;;;;;
1297270;Fernando Martínez;BIOLOGIA;1973;3,68;;;;;
2872651;Juliana Gutiérrez;INGENIERIA ELECTRONICA;2011;3,6;;;;;
2283242;Pedro Torres;FISIOTERAPIA;1983;3,89;;;;;
1827701;María Bautista;FISIOTERAPIA;1974;4,45;;;;;
1967119;Emilio Ramos;INGENIERIA QUIMICA;1961;2,92;;;;;
2159528;Jorge Vargas;FISIOTERAPIA;1995;2,74;;;;;
2003412;Marta Pérez;ECONOMIA;1971;4,38;;;;;
2305719;Lucas Delgado;ECONOMIA;1986;3;;;;;
2210375;Valentina Ortiz;INGENIERIA CIVIL;1953;4,44;;;;;
2633255;Verónica Flores;INGENIERIA CIVIL;1959;2,86;;;;;
1847045;Juan Ponce;INGENIERIA DE SISTEMAS;1972;3,59;;;;;
1127575;Daniela Núñez;ECONOMIA;1970;4,28;;;;;
1885529;Lucas Valdés;INGENIERIA QUIMICA;1967;2,94;;;;;
2699088;Adriana Rodríguez;DISEÑO INDUSTRIAL;1989;4,42;;;;;
2531058;Diego Cruz;LICENCIATURA EN ESPANOL Y LITERATURA;1980;3,13;;;;;
1980696;Eduardo Guzmán;MATEMATICAS;1959;2,74;;;;;
1720586;Gabriela Olivera;TRABAJO SOCIAL;2012;2,71;;;;;
2224517;Diego Morales;INGENIERIA METALURGICA;1953;3,39;;;;;
2462400;Emilio Núñez;FISICA;2005;4,61;;;;;
2782525;Adriana Hernández;LICENCIATURA EN MUSICA;1973;4,39;;;;;
1056601;Jorge Gómez;HISTORIA Y ARCHIVISTICA;1974;4,38;;;;;
1817695;Lucía Ramos;MEDICINA;1979;2,86;;;;;
1275000;Juan López;GEOLOGIA;2023;4,62;;;;;
2508851;Esteban Cortés;LICENCIATURA EN INGLES;1974;3,84;;;;;
2586012;Paola Molina;INGENIERIA QUIMICA;1982;4,29;;;;;
1108982;Camila Díaz;FISIOTERAPIA;2014;4,29;;;;;
2873957;Tomás Carrasco;LICENCIATURA EN MUSICA;1982;4,71;;;;;
2233993;Raúl Maldonado;INGENIERIA DE PETROLEOS;2012;4,09;;;;;
1666956;Carolina Valdés;LICENCIATURA EN MUSICA;1973;3,83;;;;;
2732000;Mariana Olivera;QUIMICA;1993;2,9;;;;;
1183120;María Vera;MICROBIOLOGIA Y BIOANALISIS;2011;4,68;;;;;
2479616;Diego Ramírez;GEOLOGIA;1999;4,06;;;;;
2858652;Camila Sánchez;LICENCIATURA EN INGLES;1950;4,3;;;;;
2243583;Carlos Navarro;FILOSOFIA;2015;4,29;;;;;
2754779;Marta Rodríguez;TRABAJO SOCIAL;1985;4,82;;;;;
2077017;Sofía García;MICROBIOLOGIA Y BIOANALISIS;2016;3,85;;;;;
1278883;Jorge Castro;DISEÑO INDUSTRIAL;1974;2,98;;;;;
2476436;Lorenzo Hernández;INGENIERIA DE SISTEMAS;1982;4,48;;;;;
2462262;Juan Vargas;NUTRICION Y DIETETICA;2008;3,43;;;;;
2634309;Natalia Carrasco;INGENIERIA CIVIL;1982;4,85;;;;;
2171826;Fernando Lara;HISTORIA Y ARCHIVISTICA;1989;3,98;;;;;
2651142;Ricardo Ibarra;FISIOTERAPIA;2003;4,88;;;;;
1786142;Lucas Miranda;DERECHO;2013;3,3;;;;;
2702166;Carolina Guzmán;DERECHO;1980;2,85;;;;;
1814283;Ana Álvarez;LICENCIATURA EN MUSICA;1968;3,7;;;;;
1980596;Valentina Lara;FISIOTERAPIA;2023;3,45;;;;;
2226539;Gabriela López;MEDICINA;2009;4,29;;;;;
2086278;Valentina Fernández;HISTORIA Y ARCHIVISTICA;1967;4,66;;;;;
2594701;Mariana Álvarez;LICENCIATURA EN MATEMATICAS;1994;4,3;;;;;
1575375;Mario Ruiz;LICENCIATURA EN MATEMATICAS;1976;3,8;;;;;
1150312;Lucas Vega;LICENCIATURA EN MUSICA;1999;3,17;;;;;
2759497;Laura García;INGENIERIA QUIMICA;2007;3,26;;;;;
1718075;Marta Villalobos;INGENIERIA QUIMICA;2003;3,78;;;;;
2336617;Marta Olivera;ENFERMERIA;1975;3,84;;;;;
1667712;Andrea Bautista;BIOLOGIA;2016;3,53;;;;;
1635836;Clara Barrera;ECONOMIA;1979;4,16;;;;;
2597501;José Barrera;INGENIERIA MECANICA;1987;4,37;;;;;
2982215;Mario Ramos;FISIOTERAPIA;1998;3,95;;;;;
2935354;Luisa Carrasco;LICENCIATURA EN ESPANOL Y LITERATURA;1988;3,95;;;;;
1904646;Marta Núñez;INGENIERIA METALURGICA;1967;4,37;;;;;
1485960;Juan Vera;DERECHO;1969;4,63;;;;;
2468741;Roberto Pérez;INGENIERIA QUIMICA;2000;3,76;;;;;
1822830;Verónica Salas;HISTORIA Y ARCHIVISTICA;1994;4,71;;;;;
2322523;Juliana Fernández;DISEÑO INDUSTRIAL;1989;3,01;;;;;
2709495;Andrés Cortés;GEOLOGIA;2001;4,59;;;;;
1664182;Eduardo Torres;MICROBIOLOGIA Y BIOANALISIS;2004;4,81;;;;;
2855508;Lorenzo Vega;INGENIERIA ELECTRICA;1968;3,39;;;;;
1539478;Sofía Hernández;MICROBIOLOGIA Y BIOANALISIS;1973;3,67;;;;;
2496982;Catalina Carrasco;DISEÑO INDUSTRIAL;2019;3,34;;;;;
1242815;Mario González;INGENIERIA ELECTRONICA;1983;4,11;;;;;
1861474;Verónica Cruz;LICENCIATURA EN MATEMATICAS;1988;4,79;;;;;
2382508;Alejandro Reyes;INGENIERIA ELECTRICA;1965;4,95;;;;;
2799072;Diego Núñez;ECONOMIA;1953;3,95;;;;;
1331086;Isabella Valdés;MATEMATICAS;2001;3,8;;;;;
2950757;Marta Torres;ECONOMIA;1955;4,75;;;;;
1989085;Roberto Maldonado;QUIMICA;1959;4,06;;;;;
1143831;Esteban Ramírez;ENFERMERIA;1994;2,76;;;;;
1665053;Carolina Martínez;FISICA;1980;4,84;;;;;
1630817;Verónica Fernández;LICENCIATURA EN INGLES;1961;2,79;;;;;
1009779;Catalina Cortés;QUIMICA;1976;3,51;;;;;
1398432;Alejandro Salas;ENFERMERIA;1974;4,87;;;;;
1873245;Mario Soria;DISEÑO INDUSTRIAL;2004;3,24;;;;;
2242671;Gabriela Ruiz;LICENCIATURA EN MATEMATICAS;1991;4,2;;;;;
1313330;Mario Olivera;FISICA;2013;3,76;;;;;
1001160;Paola Ramírez;LICENCIATURA EN ESPANOL Y LITERATURA;1990;3,64;;;;;
2497315;Luisa Álvarez;INGENIERIA DE SISTEMAS;1987;4,34;;;;;
1520440;Carlos Vera;TRABAJO SOCIAL;2017;4,85;;;;;
1625047;Andrés Torres;HISTORIA Y ARCHIVISTICA;2006;3,19;;;;;
2476664;Gabriela Flores;LICENCIATURA EN ESPANOL Y LITERATURA;2003;3,45;;;;;
1050018;Juan Gutiérrez;ECONOMIA;2017;3,33;;;;;
2236965;Esteban Díaz;LICENCIATURA EN MUSICA;2004;3,53;;;;;
2372522;Diego Rodríguez;FILOSOFIA;2010;3,49;;;;;
2308783;Paola Ponce;INGENIERIA ELECTRICA;1990;3,66;;;;;
2560209;Valentina Miranda;ECONOMIA;2023;3,02;;;;;
1365698;Pedro Villalobos;GEOLOGIA;1969;4,17;;;;;
1163016;Carlos Morales;TRABAJO SOCIAL;1972;3,9;;;;;
1462595;Andrés Fernández;LICENCIATURA EN ESPANOL Y LITERATURA;1955;4,64;;;;;
1592231;Emilio González;INGENIERIA ELECTRONICA;1962;3,99;;;;;
1153313;Clara Núñez;INGENIERIA DE SISTEMAS;1986;3,19;;;;;
2532832;Lorenzo Bautista;INGENIERIA MECANICA;1984;2,95;;;;;
2279247;Pedro Guzmán;INGENIERIA MECANICA;2019;3,28;;;;;
2102928;Jimena Ortiz;INGENIERIA INDUSTRIAL;2023;2,72;;;;;
2039394;Carolina García;TRABAJO SOCIAL;1976;2,8;;;;;
1699068;Diego Cruz;TRABAJO SOCIAL;2023;3,14;;;;;
2900078;Jimena García;LICENCIATURA EN ESPANOL Y LITERATURA;1974;3,2;;;;;
2030517;Daniela Villalobos;LICENCIATURA EN ESPANOL Y LITERATURA;2002;3,41;;;;;
1019427;Eduardo Núñez;GEOLOGIA;1951;3,63;;;;;
1281618;Camila Navarro;LICENCIATURA EN INGLES;2021;4,15;;;;;
1791401;Adriana Flores;FILOSOFIA;1965;4,38;;;;;
1436317;Pablo Martínez;ENFERMERIA;2010;3,05;;;;;
2850267;Valentina Navarro;LICENCIATURA EN MATEMATICAS;2001;4,93;;;;;
2912013;Juliana García;INGENIERIA ELECTRICA;1995;3,1;;;;;
1527417;Carolina Torres;INGENIERIA MECANICA;1961;2,74;;;;;
2539620;Valentina González;INGENIERIA MECANICA;2015;3,57;;;;;
2367290;Simón Navarro;QUIMICA;1950;3,74;;;;;
1778494;Natalia Olivera;MEDICINA;1950;2,97;;;;;
1792804;Verónica Salas;INGENIERIA ELECTRICA;1985;4,66;;;;;
1581088;Marta Villalobos;FILOSOFIA;2004;2,8;;;;;
2702675;Camila García;HISTORIA Y ARCHIVISTICA;1979;4,28;;;;;
2296303;Valentina Reyes;INGENIERIA QUIMICA;2001;4,64;;;;;
1187517;Verónica Guzmán;INGENIERIA DE SISTEMAS;1956;4,39;;;;;
1033965;Lucía Castro;FISICA;2010;3,41;;;;;
1164755;Raúl Torres;INGENIERIA QUIMICA;2002;4,15;;;;;
1353628;Raúl Acosta;MATEMATICAS;1951;3,95;;;;;
1355067;Ricardo Torres;LICENCIATURA EN ESPANOL Y LITERATURA;2010;2,83;;;;;
2799650;Lucía Olivera;BIOLOGIA;1986;4,29;;;;;
1979760;Marta Gutiérrez;LICENCIATURA EN MATEMATICAS;1971;2,83;;;;;
1092430;Melissa Álvarez;BIOLOGIA;1964;3,82;;;;;
1522124;Diego García;INGENIERIA METALURGICA;2021;2,91;;;;;
2277064;Verónica Morales;INGENIERIA METALURGICA;1967;3,38;;;;;
2692336;Federico Lara;INGENIERIA METALURGICA;2012;4,44;;;;;
1009900;Pablo Lara;LICENCIATURA EN MUSICA;1989;2,97;;;;;
2974039;Tomás Cabrera;ENFERMERIA;1968;4,04;;;;;
2903520;Marta Álvarez;DISEÑO INDUSTRIAL;1977;4,97;;;;;
2398138;Daniela Hernández;DISEÑO INDUSTRIAL;1953;3,15;;;;;
1482899;Valentina Navarro;TRABAJO SOCIAL;2023;3,18;;;;;
1493339;Laura Romero;ECONOMIA;1976;3,36;;;;;
1677469;Valentina Ramírez;INGENIERIA INDUSTRIAL;1967;3,28;;;;;
1052062;Raúl Valdés;LICENCIATURA EN INGLES;1986;4,44;;;;;
2756688;Raúl Álvarez;INGENIERIA ELECTRONICA;1952;4,06;;;;;
2751305;Tomás Valdés;INGENIERIA ELECTRICA;1984;3,77;;;;;
1950401;Diego Mendoza;INGENIERIA ELECTRONICA;2013;3,79;;;;;
2373175;Raúl Gutiérrez;MICROBIOLOGIA Y BIOANALISIS;1983;3,72;;;;;
1722727;Tomás Acosta;FISICA;1982;3,68;;;;;
1333758;José Gutiérrez;LICENCIATURA EN MUSICA;1953;3,09;;;;;
1476263;José Villalobos;FISICA;1964;4,95;;;;;
1347960;Catalina Delgado;INGENIERIA QUIMICA;1968;3,36;;;;;
2211459;Catalina Rodríguez;MATEMATICAS;1965;3,13;;;;;
1979275;Laura García;FISICA;1961;4,21;;;;;
2758063;Daniela Álvarez;LICENCIATURA EN MATEMATICAS;1977;4,35;;;;;
2088945;Laura Díaz;LICENCIATURA EN MUSICA;1967;3,64;;;;;
2272557;Clara Medina;MICROBIOLOGIA Y BIOANALISIS;1961;4,6;;;;;
1509283;Alejandro Ibarra;ENFERMERIA;1986;4,5;;;;;
1992621;Esteban Ponce;FILOSOFIA;1956;3,68;;;;;
2581783;Laura Vega;LICENCIATURA EN MATEMATICAS;1988;3,21;;;;;
2478957;Carolina Castro;INGENIERIA DE PETROLEOS;2023;4,83;;;;;
1179066;María Valenzuela;INGENIERIA INDUSTRIAL;1985;4,86;;;;;
2664075;Lucas Soria;INGENIERIA MECANICA;1976;4,67;;;;;
2153774;María Torres;GEOLOGIA;1997;3,54;;;;;
2929921;Fernando Suárez;QUIMICA;1990;3,97;;;;;
1828578;Paola Ramos;FISIOTERAPIA;2023;4,73;;;;;
2125698;Mario Salas;QUIMICA;2005;4,42;;;;;
1880691;Luisa Álvarez;LICENCIATURA EN INGLES;2020;2,97;;;;;
2150708;Melissa González;BIOLOGIA;1999;4,52;;;;;
1652876;Simón Villalobos;BIOLOGIA;1989;3,71;;;;;
2375941;Gabriela Díaz;BIOLOGIA;1993;2,86;;;;;
2843787;Camila Suárez;INGENIERIA QUIMICA;2022;4,93;;;;;
1203364;Carolina Flores;GEOLOGIA;1983;4,26;;;;;
2239050;Valentina López;LICENCIATURA EN MUSICA;2021;3,58;;;;;
1165423;Lorenzo Ponce;FISICA;1979;4,94;;;;;
2982446;Juliana Navarro;INGENIERIA QUIMICA;1994;3,04;;;;;
1068630;Lucía Olivera;LICENCIATURA EN INGLES;1973;2,83;;;;;
2732879;Marta Ramos;FISICA;1962;3,52;;;;;
1738726;Emilio Barrera;LICENCIATURA EN INGLES;1966;3,41;;;;;
1552710;Juan Miranda;INGENIERIA MECANICA;2020;3,94;;;;;
1664265;Paola Cortés;ENFERMERIA;1950;4,67;;;;;
2767264;Diego Lara;INGENIERIA ELECTRONICA;1994;3,32;;;;;
2866845;Diego Gutiérrez;ENFERMERIA;2009;3,56;;;;;
2013262;María Cabrera;FISICA;1998;2,97;;;;;
1547506;Ricardo Cortés;LICENCIATURA EN INGLES;1982;3,35;;;;;
1976286;Gabriela Acosta;LICENCIATURA EN MATEMATICAS;2014;3,96;;;;;
2365332;Juan Vargas;INGENIERIA DE PETROLEOS;2020;3,3;;;;;
1959044;Clara Villalobos;INGENIERIA ELECTRICA;1996;2,71;;;;;
2554379;Fernando Núñez;INGENIERIA MECANICA;1994;3,34;;;;;
1348285;Catalina García;BIOLOGIA;2013;4,78;;;;;
2164896;Daniela Hernández;QUIMICA;1993;4,29;;;;;
1134886;Juliana Torres;INGENIERIA INDUSTRIAL;1978;3,39;;;;;
2890722;Tomás Torres;MICROBIOLOGIA Y BIOANALISIS;2007;3,55;;;;;
2522834;Juliana Pérez;FISICA;2005;4,43;;;;;
1579213;Gustavo Bautista;LICENCIATURA EN ESPANOL Y LITERATURA;1991;3,37;;;;;
2511522;Verónica Reyes;FILOSOFIA;2013;3,91;;;;;
2376824;Gustavo Reyes;INGENIERIA METALURGICA;1955;4,1;;;;;
2911975;Camila Núñez;BIOLOGIA;1956;4,56;;;;;
1236115;Federico Ortiz;LICENCIATURA EN ESPANOL Y LITERATURA;2012;4,18;;;;;
1051955;Diego Cruz;INGENIERIA MECANICA;1959;2,85;;;;;
2295921;Eduardo Suárez;FILOSOFIA;1966;4,48;;;;;
2608782;Lucas Castro;INGENIERIA METALURGICA;1994;4,54;;;;;
1839346;Camila Hernández;GEOLOGIA;1967;3,64;;;;;
2496040;Ricardo Ruiz;FISIOTERAPIA;2010;3,11;;;;;
1241933;Juliana Álvarez;LICENCIATURA EN ESPANOL Y LITERATURA;1980;4,02;;;;;
1743678;José García;LICENCIATURA EN MUSICA;1963;3,24;;;;;
2060626;Diego Medina;MATEMATICAS;1983;4,56;;;;;
1288815;Laura López;LICENCIATURA EN MUSICA;1967;3,93;;;;;
1426012;Gustavo Castro;MICROBIOLOGIA Y BIOANALISIS;2004;4,36;;;;;
1453126;Esteban Suárez;ENFERMERIA;1995;3,11;;;;;
1648541;Ricardo Molina;NUTRICION Y DIETETICA;1968;3,2;;;;;
1151676;Emilio Valenzuela;INGENIERIA MECANICA;1980;4,7;;;;;
1461291;Emilio Romero;INGENIERIA ELECTRICA;1995;2,8;;;;;
2333319;Tomás Navarro;ENFERMERIA;1962;2,86;;;;;
2414130;Carlos Maldonado;GEOLOGIA;1987;4,72;;;;;
2957100;Carolina Suárez;DISEÑO INDUSTRIAL;1995;3,57;;;;;
1210625;Adriana Martínez;LICENCIATURA EN MATEMATICAS;1951;3,09;;;;;
2907359;Daniela Martínez;MICROBIOLOGIA Y BIOANALISIS;1993;4,41;;;;;
1853473;Gabriela Torres;FISIOTERAPIA;2007;4,18;;;;;
1566989;Carolina Fernández;FISICA;1987;2,83;;;;;
2589169;Federico Torres;ECONOMIA;1977;2,85;;;;;
2925633;Ana Navarro;FISICA;2018;4,83;;;;;
2352499;Federico Ortiz;MEDICINA;2021;3,02;;;;;
2966495;Lucas Álvarez;INGENIERIA ELECTRONICA;1950;2,75;;;;;
2682053;Gabriela Ponce;MICROBIOLOGIA Y BIOANALISIS;1972;3,52;;;;;
1465135;Esteban Cortés;INGENIERIA METALURGICA;2004;2,88;;;;;
2156397;Ricardo Lara;FILOSOFIA;1989;3,11;;;;;
2733453;Jimena Vega;MEDICINA;1977;3,85;;;;;
1362769;Catalina Gutiérrez;INGENIERIA QUIMICA;2004;3,18;;;;;
2232650;Juliana Gutiérrez;INGENIERIA QUIMICA;1961;4;;;;;
2698307;Mariana Valenzuela;INGENIERIA INDUSTRIAL;1968;4,05;;;;;
2131121;Jimena López;BIOLOGIA;1965;3,51;;;;;
1890909;Natalia Álvarez;FISICA;2004;4,38;;;;;
2382256;Emilio Romero;GEOLOGIA;1969;3,37;;;;;
1161870;Ana Vargas;INGENIERIA ELECTRONICA;1966;2,98;;;;;
2915098;Verónica Ramírez;INGENIERIA MECANICA;2003;2,84;;;;;
2068977;Mauricio Ortiz;INGENIERIA ELECTRONICA;2000;3,4;;;;;
1975548;Andrés Miranda;INGENIERIA CIVIL;1996;4,32;;;;;
1520268;Clara Martínez;HISTORIA Y ARCHIVISTICA;1983;4,91;;;;;
2547567;Pedro Suárez;INGENIERIA CIVIL;1985;3,67;;;;;
2265627;Daniela Molina;INGENIERIA METALURGICA;2004;2,91;;;;;
2278651;Ricardo Rodríguez;FISICA;2014;3,34;;;;;
2128182;Mauricio Hernández;INGENIERIA QUIMICA;1978;4,74;;;;;
2904183;Marta Cortés;INGENIERIA METALURGICA;1970;3,24;;;;;
1503086;Alejandro Rodríguez;INGENIERIA MECANICA;2002;4,41;;;;;
1798192;Catalina Martínez;INGENIERIA ELECTRONICA;1955;4,61;;;;;
2418460;María Cortés;INGENIERIA CIVIL;2016;4,53;;;;;
1808742;Laura García;INGENIERIA ELECTRICA;2006;4,22;;;;;
2095083;Ricardo Torres;FISICA;1962;4,33;;;;;
2750545;Gustavo Villalobos;LICENCIATURA EN INGLES;2006;3,34;;;;;
1276728;Lucía Cortés;NUTRICION Y DIETETICA;2020;4,29;;;;;
2608002;Mariana Molina;INGENIERIA METALURGICA;1962;3,54;;;;;
1063798;Eduardo Núñez;FILOSOFIA;2001;4,5;;;;;
1180297;Verónica Ibarra;MICROBIOLOGIA Y BIOANALISIS;1960;4,21;;;;;
1407579;Ricardo Lara;ECONOMIA;1977;4,37;;;;;
1653640;Jorge Maldonado;FILOSOFIA;1979;3,53;;;;;
2138395;Pedro González;INGENIERIA QUIMICA;1968;2,81;;;;;
2938530;Luisa López;ECONOMIA;1970;4,19;;;;;
2107302;Pedro Acosta;INGENIERIA INDUSTRIAL;1994;3,75;;;;;
1894826;Andrea Valdés;DERECHO;2017;2,96;;;;;
2811524;Mariana Gutiérrez;INGENIERIA ELECTRONICA;1957;3,34;;;;;
2417144;Adriana González;MEDICINA;1969;4,36;;;;;
2397210;Carlos Cortés;INGENIERIA QUIMICA;2007;3,27;;;;;
2637158;Laura Barrera;FISIOTERAPIA;2012;2,77;;;;;
2333342;Clara Flores;QUIMICA;1979;4,43;;;;;
1604967;Juliana Díaz;DERECHO;1956;3,59;;;;;
2584052;Pablo López;INGENIERIA CIVIL;1989;4,61;;;;;
1884491;Jimena Lara;INGENIERIA QUIMICA;2018;4,36;;;;;
2222806;Valentina Acosta;INGENIERIA INDUSTRIAL;2011;3,47;;;;;
2979310;Adriana Barrera;GEOLOGIA;1952;4,31;;;;;
2833072;Isabella Carrasco;MEDICINA;2003;3,49;;;;;
1306753;Valentina Bautista;TRABAJO SOCIAL;1964;4,79;;;;;
1231873;Natalia Torres;ECONOMIA;2005;3,11;;;;;
1030954;Adriana Flores;ENFERMERIA;2005;3,92;;;;;
1821956;Verónica Ortiz;GEOLOGIA;1956;4,33;;;;;
2831181;María Díaz;ENFERMERIA;1996;3,7;;;;;
2115899;María Vargas;NUTRICION Y DIETETICA;1982;4,19;;;;;
1576108;María Salas;HISTORIA Y ARCHIVISTICA;2018;3,84;;;;;
1610964;Esteban Hernández;INGENIERIA DE PETROLEOS;2015;4,38;;;;;
1656575;Adriana Mendoza;HISTORIA Y ARCHIVISTICA;1964;4,71;;;;;
2848974;Pedro Soria;INGENIERIA QUIMICA;2021;2,75;;;;;
2628610;Carolina Ramos;ECONOMIA;2019;3,56;;;;;
1000393;Gabriela Torres;TRABAJO SOCIAL;2007;3,06;;;;;
2651459;Gabriela Martínez;INGENIERIA CIVIL;2006;4,45;;;;;
1145794;Fernando Reyes;QUIMICA;1994;3,79;;;;;
1742314;Simón Núñez;GEOLOGIA;1996;3,61;;;;;
1738067;Lucas Maldonado;ECONOMIA;2016;3,13;;;;;
1512728;Raúl Ponce;LICENCIATURA EN INGLES;1963;4,7;;;;;
1149598;Mario López;FISIOTERAPIA;1998;4,54;;;;;
2953879;Ricardo Morales;INGENIERIA MECANICA;2002;3,8;;;;;
1206924;Daniela Molina;INGENIERIA ELECTRICA;1981;4,87;;;;;
1752558;Julián Suárez;LICENCIATURA EN INGLES;1984;4,62;;;;;
1441257;Ricardo González;INGENIERIA ELECTRONICA;1966;3,93;;;;;
1768917;Emilio Vargas;FISIOTERAPIA;2012;4,5;;;;;
2964399;Tomás Navarro;QUIMICA;2007;3,58;;;;;
1851128;Andrés Navarro;ENFERMERIA;2022;4,36;;;;;
2526148;Valentina Cabrera;INGENIERIA ELECTRONICA;2005;3,98;;;;;
1104745;Pedro Vega;MICROBIOLOGIA Y BIOANALISIS;1959;2,92;;;;;
2616342;Catalina Rodríguez;LICENCIATURA EN ESPANOL Y LITERATURA;1955;3,46;;;;;
1307480;Roberto Ruiz;INGENIERIA ELECTRICA;1968;4,32;;;;;
2626467;Emilio Pérez;FILOSOFIA;1980;3,72;;;;;
2861586;Daniela Álvarez;ENFERMERIA;1987;3,26;;;;;
1914175;Federico Ramos;INGENIERIA DE PETROLEOS;2003;4,82;;;;;
1494062;Daniela Flores;NUTRICION Y DIETETICA;1965;3,39;;;;;
